,date,State,Depression,Anxiety,Unemployment,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,retail,grocery,parks,transit,work,residential,week,sin_week,cos_week
36,2017-01-22,AL,1.5248351572534027,-1.2075561132525698,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.34820163543439875,0.9374196611341209
37,2017-01-29,AL,1.3608885685837222,1.0796224524543194,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4566292373937131,0.8896570909947473
38,2017-02-05,AL,0.7051022139050008,0.2791099544569081,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5586467658036525,0.8294056854502018
39,2017-02-12,AL,1.2515908428039353,0.16475102617156367,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6528221181905216,0.7575112421616201
40,2017-02-19,AL,0.486506762345427,1.0796224524543194,-0.41759666592943245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7378332790417272,0.6749830015182106
41,2017-02-26,AL,1.2515908428039353,-0.5214025435405031,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.8124868780056813,0.5829794791144721
42,2017-03-05,AL,-0.05998186655350757,-0.1783257586844697,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.8757349421956369,0.48279220273074486
43,2017-03-12,AL,-0.44252390678276177,-0.6929409359685198,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9266896074318334,0.3758275821142382
44,2017-03-19,AL,0.5411556252353205,0.736545667598286,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9646355819083586,0.2635871660690678
45,2017-03-26,AL,0.2679113107858532,0.5650072751702693,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.9890401873221639,0.14764656400248127
46,2017-04-02,AL,-0.11463072944340102,-0.23550522282714195,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.9995608365087943,0.029633327822559667
47,2017-04-09,AL,1.087644254134255,-0.06396683039912525,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.9960498426152169,-0.08879589532293478
48,2017-04-16,AL,2.5085146892714847,-1.3219150415379144,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.978556492299504,-0.20597861874109827
49,2017-04-23,AL,1.0329953912443615,1.6514170938810415,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.9473263538541914,-0.32026985386283763
50,2017-04-30,AL,0.43185789945553354,0.507827811027597,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.9027978299657434,-0.43006520227652056
51,2017-05-07,AL,-0.05998186655350757,-0.5214025435405031,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.8455960035018261,-0.5338233779647907
52,2017-05-14,AL,1.087644254134255,-1.0360177208245531,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.7765238627180424,-0.630087843581711
53,2017-05-21,AL,-0.11463072944340102,-0.1783257586844697,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.6965510290629972,-0.717507257044331
54,2017-05-28,AL,-1.535501164580631,0.33628941859958034,-0.41759666592943245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.6068001458185932,-0.7948544414133534
55,2017-06-04,AL,-1.0983102614614833,0.33628941859958034,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.5085311186492207,-0.8610436117673553
56,2017-06-11,AL,0.5411556252353205,-1.72217129053662,-0.36282528549812976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.4031234292879726,-0.9151456172430182
